EnglishText,UrduText
"He knows all those ( things ) which are ahead of them and which are behind them , and they cannot encompass His ( knowledge ) with ( their ) knowledge .",وہ ان سب چیزوں کو جانتا ہے جو ان کے آگے ہیں اور جو ان کے پیچھے ہیں اور وہ اپنے علم سے اس کے علم کا احاطہ نہیں کرسکتے ۔
"And ( all ) faces will bow down before the Holy Presence of the Ever - Living ( and ) Self - Subsisting ( Lord ) , and surely he who bears the burden of wrongdoing will crumble to failure .",اور سب چہرے اس ہمیشہ زندہ اور قائم رہنے والے رب کے حضور جھک جائیں گے ، اور بیشک وہ شخص نامراد ہوگا جس نے ظلم کا بوجھ اٹھا لیا ۔
And whoever does righteous deeds and is also blessed with faith will fear neither any injustice nor any harm .,اور جو شخص نیک عمل کرتا ہے اور وہ صاحبِ ایمان بھی ہے تو اسے نہ کسی ظلم کا خوف ہوگا اور نہ نقصان کا ۔
"And in this way have We sent down ( this last Revealed Book ) in the Arabic tongue ( in shape of ) the Quran and have explained in it more often than not matters inspiring fear ( of torment , in diverse ways , ) so that they may become Godfearing or this ( Quran ) may inculcate in their ( hearts a passion for the acceptance of admonition or ) the remembrance ( of the Last Day ) .",اور اسی طرح ہم نے اس آخری وحی کو عربی زبان میں بشکلِ قرآن اتارا ہے اور ہم نے اس میں عذاب سے ڈرانے کی باتیں بار بار مختلف طریقوں سے بیان کی ہیں تاکہ وہ پرہیزگار بن جائیں یا یہ قرآن ان کے دلوں میں یادِ آخرت یا قبولِ نصیحت کا جذبہ پیدا کردے ۔
"So Most High and Exalted is Allah . He alone is the True Sovereign . And do not hasten in ( reciting ) the Quran before its revelation is fully accomplished to you . And always submit ( before the Holy Presence of your Lord ) : O my Lord , increase me further in knowledge .",پس اللہ بلند شان والا ہے وہی بادشاہِ حقیقی ہے ، اور آپ قرآن کے پڑھنے میں جلدی نہ کیا کریں قبل اس کے کہ اس کی وحی آپ پر پوری اتر جائے ، اور آپ رب کے حضور یہ عرض کیا کریں کہ اے میرے رب ! مجھے علم میں اور بڑھا دے ۔
"And truly , ( far ) earlier than this , We had given a strict command to Adam but he forgot . And We did not observe in him any intention ( to disobey ) at all ( it was just an omission ) .",اور درحقیقت ہم نے اس سے بہت پہلے آدم علیہ السلام کو تاکیدی حکم فرمایا تھا سو وہ بھول گئے اور ہم نے ان میں بالکل نافرمانی کا کوئی ارادہ نہیں پایا یہ محض ایک بھول تھی ۔
"And ( recall the time ) when We commanded the angels : Prostrate yourselves before Adam , they fell down in prostration except Iblis . He refused .",اور وہ وقت یاد کریں جب ہم نے فرشتوں سے فرمایا : تم آدم علیہ السلام کو سجدہ کرو تو انہوں نے سجدہ کیا سوائے ابلیس کے ، اس نے انکار کیا ۔
"Then We said : O Adam , verily this ( Satan ) is an enemy to you and your wife . So let him not get you both ousted from Paradise ; then you shall be put to toil .",پھر ہم نے فرمایا : اے آدم ! بیشک یہ شیطان تمہارا اور تمہاری بیوی کا دشمن ہے ، سو یہ کہیں تم دونوں کو جنت سے نکلوا نہ دے پھر تم مشقت میں پڑ جاؤ گے ۔
Surely there is this ( comfort ) for you ( in Paradise ) that you will neither feel hungry nor go naked .,بیشک تمہارے لئے اس جنت میں یہ راحت ہے کہ تمہیں نہ بھوک لگے گی اور نہ برہنہ ہوگے ۔
"And that you will neither feel thirsty here , nor will the sun prick ( you ) .",اور یہ کہ تمہیں نہ یہاں پیاس لگے گی اور نہ دھوپ ستائے گی ۔
But Satan suggested to them ( an ) idea . He said : O Adam ! Shall I inform you of the tree of spending eternal life ( in the Paradise of Allahs nearness ) and also the ( secret of that divine ) dominion which will neither fall nor cease to exist ?,پس شیطان نے انہیں ایک خیال دلا دیا وہ کہنے لگا : اے آدم ! کیا میں تمہیں قربِ الٰہی کی جنت میں دائمی زندگی بسر کرنے کا درخت بتا دوں اور ایسی ملکوتی بادشاہت کا راز بھی جسے نہ زوال آئے گا نہ فنا ہوگی ۔
"So ( in fondness of that station of eternal nearness to Allah ) both ate the fruit of that tree . So , their private parts became exposed to them , and both began to stick to their ( bodies ) the leaves of ( the trees in ) Paradise . And Adam made a mistake ( by way of omission ) in ( understanding ) his Lords Command . So he could not achieve the aim ( of eternal life in Paradise ) .",سو دونوں نے اس مقامِ قربِ الٰہی کی لازوال زندگی کے شوق میں اس درخت سے پھل کھا لیا پس ان پر ان کے مقام ہائے سَتَر ظاہر ہو گئے اور دونوں اپنے بدن پر جنت کے درختوں کے پتے چپکانے لگے اور آدم علیہ السلام سے اپنے رب کے حکم کو سمجھنے میں فروگذاشت ہوئیسو وہ جنت میں دائمی زندگی کی مراد نہ پا سکے ۔
Then his Lord chose him ( for His nearness and Prophethood ) and turned to him ( in His Exceptional Forgiveness and Mercy ) and showed the path to the coveted destination .,پھر ان کے رب نے انہیں اپنی قربت و نبوت کے لئے چن لیا اور ان پر عفو و رحمت کی خاص توجہ فرمائی اور منزلِ مقصود کی راہ دکھا دی ۔
"( Allah ) said : Go down from here all of you . Some of you will be enemies to some others . Then if there comes to you any Guidance ( Revelation ) from Me , whoever will follow My Guidance will neither lose the straight path ( in the world ) nor face misfortune ( in the Hereafter ) .",ارشاد ہوا : تم یہاں سے سب کے سب اتر جاؤ ، تم میں سے بعض بعض کے دشمن ہوں گے ، پھر جب میری جانب سے تمہارے پاس کوئی ہدایت وحی آجائے سو جو شخص میری ہدایت کی پیروی کرے گا تو وہ نہ دنیا میں گمراہ ہوگا اور نہ آخرت میں بدنصیب ہوگا ۔
"And whoever turns away from My Direction and Guidance ( remembrance and advice ) , his worldly sustenance will be narrowed and We will raise him blind on the Day of Resurrection ( as well ) .",اور جس نے میرے ذکر یعنی میری یاد اور نصیحت سے روگردانی کی تو اس کے لئے دنیاوی معاش بھی تنگ کردیا جائے گا اور ہم اسے قیامت کے دن بھی اندھا اٹھائیں گے ۔
"He will say : O my Lord , why have You raised me up blind ( today ) whereas I had vision ( in the world ) ?",وہ کہے گا : اے میرے رب ! تو نے مجھے آج اندھا کیوں اٹھایا حالانکہ میں دنیا میں بینا تھا ۔
( Allah ) will say : In like manner Our Signs came to you ( in the world ) but you forgot them and the same way you ( too ) will be forgotten today .,ارشاد ہوگا : ایسا ہی ہوا کہ دنیا میں تیرے پاس ہماری نشانیاں آئیں پس تو نے انہیں بھلا دیا اور آج اسی طرح تو بھی بھلا دیا جائے گا ۔
"And that is how We recompense the one who exceeds the limit ( in sins ) and does not believe in the Revelations of his Lord , and surely the torment of the Last Day is extremely severe and everlasting .",اور اسی طرح ہم اس شخص کو بدلہ دیتے ہیں جو گناہوں میں حد سے نکل جائے اور اپنے رب کی آیتوں پر ایمان نہ لائے ، اور بیشک آخرت کا عذاب بڑا ہی سخت اور ہمیشہ رہنے والا ہے ۔
"Has ( this fact ) not guided them as to how many people We destroyed before them in whose dwelling places they ( now ) walk about ? Undoubtedly , in this are ( many ) Signs for the wise .",کیا انہیں اس بات نے ہدایت نہ دی کہ ہم نے ان سے پہلے کتنی ہی امتوں کو ہلاک کر دیا جن کی رہائش گاہوں میں اب یہ لوگ چلتے پھرتے ہیں ، بیشک اس میں دانش مندوں کے لئے بہت سی نشانیاں ہیں ۔
"And had it not been settled already by your Lord and the time ( of the Day of Resurrection ) not fixed ( for their torment , befalling them ) the calamity ( right now ) would have been inevitable ?",اور اگر آپ کے رب کی جانب سے ایک بات پہلے سے طے نہ ہو چکی ہوتی اور ان کے عذاب کے لئے قیامت کا وقت مقرر نہ ہوتا تو ان پر عذاب کا ابھی اترنا لازم ہو جاتا ۔
"So bear their ( heart - rending ) talk patiently and glorify your Lord with His praise before the rising of the sun ( in Fajr [ dawn ] Prayer ) and before its setting ( in the Asr [ afternoon ] Prayer ) and glorify Him in the early hours of night ( the Maghrib [ sunset ] and Isha [ evening ] Prayer ) and also at the ends of the day ( in Zuhr [ midday ] Prayer when the first half of the day ends and the second half starts . O Esteemed Beloved , all this is designed ) so that you may be pleased .",پس آپ ان کی دل آزار باتوں پر صبر فرمایا کریں اور اپنے رب کی حمد کے ساتھ تسبیح کیا کریں طلوعِ آفتاب سے پہلے نمازِ فجر میں اور اس کے غروب سے قبل نمازِ عصر میں ، اور رات کی ابتدائی ساعتوں میں یعنی مغرب اور عشاء میں بھی تسبیح کیا کریں اور دن کے کناروں پر بھی نمازِ ظہر میں جب دن کا نصفِ اوّل ختم اور نصفِ ثانی شروع ہوتا ہے ، اے حبیبِ مکرّم ! یہ سب کچھ اس لئے ہے تاکہ آپ راضی ہو جائیں ۔
And do not glance with amazement and wonder at the adornments ( of worldly life ) which We have provided to some classes ( of the disbelieving materialists ) for their ( short - term ) luxury so that We may cause for them a trial in these ( very things ) . And the provision of your Lord ( in the Hereafter ) is the best and eternal .,اور آپ دنیوی زندگی میں زیب و آرائش کی ان چیزوں کی طرف حیرت و تعجب کی نگاہ نہ فرمائیں جو ہم نے کافر دنیاداروں کے بعض طبقات کو عارضی لطف اندوزی کے لئے دے رکھی ہیں تاکہ ہم ان ہی چیزوں میں ان کے لئے فتنہ پیدا کر دیں ، اور آپ کے رب کی اخروی عطا بہتر اور ہمیشہ باقی رہنے والی ہے ۔
"And enjoin Prayer on your family and strictly adhere to it . And We do not ask for provision from you , ( rather ) We provide for you . And it is fearing God that brings about best results .",اور آپ اپنے گھر والوں کو نماز کا حکم فرمائیں اور اس پر ثابت قدم رہیں ، ہم آپ سے رزق طلب نہیں کرتے بلکہ ہم آپ کو رزق دیتے ہیں ، اور بہتر انجام پرہیزگاری کا ہی ہے ۔
"And ( the disbelievers ) say : Why this ( Prophet ) does not bring us any Sign from his Lord ? Has there not come to them ( the Quran , ) a Clear Proof of the things ( mentioned ) in the former Books ?",اور کفار کہتے ہیں کہ یہ رسول ہمارے پاس اپنے رب کی طرف سے کوئی نشانی کیوں نہیں لاتے ، کیا ان کے پاس ان باتوں کا واضح ثبوت یعنی قرآن نہیں آگیا جو اگلی کتابوں میں مذکور تھیں ۔
"And had We destroyed them through some calamity already , they would have said : O Lord , why did You not send to us any Messenger so that we might have followed Your Revelations before we were humiliated and disgraced ?",اور اگر ہم ان لوگوں کو اس سے پہلے ہی کسی عذاب کے ذریعہ ہلاک کرڈالتے تو یہ کہتے : اے ہمارے رب ! تو نے ہمارے پاس کسی رسول کو کیوں نہ بھیجا کہ ہم تیری آیتوں کی پیروی کرلیتے اس سے قبل کہ ہم ذلیل اور رسوا ہوتے ۔
"Say : Everyone is waiting , so wait on . You will soon come to know who are the people of the right path and who are the guided ones .",فرما دیجئے : ہر کوئی منتظر ہے ، سو تم انتظار کرتے رہو ، پس تم جلد ہی جان لوگے کہ کون لوگ راہِ راست والے ہیں اور کون ہدایت یافتہ ہیں ۔
"The time of reckoning of people has drawn near but , rapt in heedlessness , they are disinclined ( to obedience ) .",لوگوں کے لئے ان کے حساب کا وقت قریب آپہنچا مگر وہ غفلت میں پڑے طاعت سے منہ پھیرے ہوئے ہیں ۔
"Whenever some fresh admonition comes to them from their Lord , they listen to it ( with such carelessness ) as if they are engaged in sport .",ان کے پاس ان کے رب کی جانب سے جب بھی کوئی نئی نصیحت آتی ہے تو وہ اسے یوں بے پرواہی سے سنتے ہیں گویا وہ کھیل کود میں لگے ہوئے ہیں ۔
Their hearts have become neglectful and ( these ) wrongdoers whisper ( against you ) inaudibly : He is but a human being like you . Do you ( even then ) submit to ( his ) magic while you can see ?,ان کے دل غافل ہو چکے ہیں ، اور یہ ظالم لوگ آپ کے خلاف آہستہ آہستہ سرگوشیاں کرتے ہیں کہ یہ تو محض تمہارے ہی جیسا ایک بشر ہے ، کیا پھر بھی تم اس کے جادو کے پاس جاتے ہو حالانکہ تم دیکھ رہے ہو ۔
"( The Esteemed Prophet ) said : My Lord knows ( every ) word uttered in the heavens and the earth and He is All - Hearing , All - Knowing .",نبئ معظّم صلی اللہ علیہ وآلہ وسلم نے فرمایا کہ میرا رب آسمان اور زمین میں کہی جانے والی ہر بات کو جانتا ہے اور وہ خوب سننے والا خوب جاننے والا ہے ۔
"But ( the wrongdoers go so far as to ) say : This ( Quran ) comprises ( things seen in ) confused dreams . Nay ! He has invented it ( himself ) . Nay , he is ( in fact ) a poet . ( If he is a true Prophet , ) let him ( also ) bring us some Sign as were former ( Prophets ) sent ( with Signs ) .",بلکہ ظالموں نے یہاں تک کہا کہ یہ قرآن پریشان خوابوں میں دیکھی ہوئی باتیں ہیں بلکہ اس رسول صلی اللہ علیہ وآلہ وسلم نے اسے خود ہی گھڑ لیا ہے بلکہ یہ کہ وہ شاعر ہے ، اگر یہ سچا ہے تو یہ بھی ہمارے پاس کوئی نشانی لے آئے جیسا کہ اگلے رسول نشانیوں کے ساتھ بھیجے گئے تھے ۔
"Every community whom We destroyed before them disbelieved ( these signs ) . So , will these people believe ?",ان سے پہلے ہم نے جس بھی بستی کو ہلاک کیا وہ انہی نشانیوں پر ایمان نہیں لائی تھی ، تو کیا یہ ایمان لے آئیں گے ۔
"And , ( O Esteemed Beloved , ) We sent only men ( as Prophets ) before you ( also ) . We used to send them Revelations . So , ( O people , ) if you do not know ( yourselves ) , ask the people of remembrance .",اور اے حبیبِ مکرّم ! ہم نے آپ سے پہلے بھی مَردوں کو ہی رسول بنا کر بھیجا تھا ہم ان کی طرف وحی بھیجا کرتے تھے لوگو ! تم اہلِ ذکر سے پوچھ لیا کرو اگر تم خود نہ جانتے ہو ۔
"And We did not create them ( the Prophets ) with such bodies as would not eat food , nor were they to live ( their visible life in the world ) forever .",اور ہم نے ان انبیاء کو ایسے جسم والا نہیں بنایا تھا کہ وہ کھانا نہ کھاتے ہوں اور نہ ہی وہ دنیا میں بہ حیاتِ ظاہری ہمیشہ رہنے والے تھے ۔
Then We fulfilled Our promise to them . So We delivered them and those whom We liked and We destroyed the transgressors .,پھر ہم نے انہیں اپنا وعدہ سچا کر دکھایا پھر ہم نے انہیں اور جسے ہم نے چاہا نجات بخشی اور ہم نے حد سے بڑھ جانے والوں کو ہلاک کر ڈالا ۔
"Verily , We have revealed to you the Book which contains ( means and substance for ) your admonition . So do you not have sense ?",بیشک ہم نے تمہاری طرف ایسی کتاب نازل فرمائی ہے جس میں تمہاری نصیحت کا سامان ہے ، کیا تم عقل نہیں رکھتے ۔
And how many communities which were unjust did We destroy and We raised up other communities after them !,اور ہم نے کتنی ہی بستیوں کو تباہ و برباد کر ڈالا جو ظالم تھیں اور ان کے بعد ہم نے اور قوموں کو پیدا فرما دیا ۔
"Then , when they sensed Our punishment ( approaching ) , they started fleeing fast from there .",پھر جب انہوں نے ہمارے عذاب کی آمد کو محسوس کیا تو وہ وہاں سے تیزی کے ساتھ بھاگنے لگے ۔
"( It was said to them : ) Do not flee in haste and return to the same place where you were given comforts , and ( go back ) to your ( luxurious ) dwellings . It is likely that you are interrogated .",ان سے کہا گیا : تم جلدی مت بھاگو اور اسی جگہ واپس لوٹ جاؤ جس میں تمہیں آسائشیں دی گئی تھیں اور اپنی پرتعیش رہائش گاہوں کی طرف پلٹ جاؤ شاید تم سے باز پرس کی جائے ۔
"They said : Woe to us ! Surely , we were wrongdoers .",وہ کہنے لگے : ہائے شومئ قسمت ! بیشک ہم ظالم تھے ۔
So this is what they always bewailed till We made them like a reaped field ( and a heap ) of extinguished fire .,سو ہمیشہ ان کی یہی فریاد رہی یہاں تک کہ ہم نے ان کو کٹی ہوئی کھیتی اور بجھی ہوئی آگ کے ڈھیر کی طرح بنا دیا ۔
And We have not created the heavens and the earth and whatever is between them ( useless ) as a sport .,اور ہم نے آسمان اور زمین کو اور جو کچھ ان کے درمیان ہے کھیل تماشے کے طور پر بے کار نہیں بنایا ۔
"If We intended to take up some sport , We would adopt it on Our own if at all We were to do ( so ) .",اگر ہم کوئی کھیل تماشا اختیار کرنا چاہتے تو اسے اپنی ہی طرف سے اختیار کر لیتے اگر ہم ایسا کرنے والے ہوتے ۔
"Nay , We strike at falsehood with the Truth with full force . So , the Truth crushes it and it ( i . e . falsehood ) gets destroyed . And you are bound to ruin yourselves owing to what you utter .",بلکہ ہم حق سے باطل پر پوری قوت کے ساتھ چوٹ لگاتے ہیں سو حق اسے کچل دیتا ہے پس وہ باطل ہلاک ہو جاتا ہے ، اور تمہارے لئے ان باتوں کے باعث تباہی ہے جو تم بیان کرتے ہو ۔
"And whatever is in the heavens and in the earth ( serves and ) belongs to Him alone . And those ( angels ) who ( remain ) in His Presence are not arrogant towards His worship , nor do they become weary ( of carrying out His obedience ) .",اور جو کوئی آسمانوں اور زمین میں ہے اسی کا بندہ و مملوک ہے ، اور جو فرشتے اس کی قربت میں رہتے ہیں وہ نہ تو اس کی عبادت سے تکبّر کرتے ہیں اور نہ وہ اس کی طاعت بجا لاتے ہوئے تھکتے ہیں ۔
"They glorify ( Him ) night and day ceaselessly , and do not observe even a momentary pause .",وہ رات دن اس کی تسبیح کرتے رہتے ہیں اور معمولی سا وقفہ بھی نہیں کرتے ۔
Have they ( the disbelievers ) taken from ( the contents of ) the earth gods that can raise ( the dead ) alive ?,کیا ان کافروں نے زمین کی چیزوں میں سے ایسے معبود بنا لئے ہیں جو مُردوں کو زندہ کر کے اٹھا سکتے ہیں ۔
"Had there been in these two ( i . e . the heaven and the earth ) other gods ( as well ) apart from Allah , then both would have been destroyed . So , Holy is Allah , the Lord of the Throne , Transcendent of all ( the things ) that these ( polytheists ) utter .",اگر ان دونوں زمین و آسمان میں اﷲ کے سوا اور بھی معبود ہوتے تو یہ دونوں تباہ ہو جاتے ، پس اﷲ جو عرش کا مالک ہے ان باتوں سے پاک ہے جو یہ مشرک بیان کرتے ہیں ۔
He cannot be questioned for what He does and they will be questioned ( for every action ) .,اس سے اس کی بازپرس نہیں کی جا سکتی وہ جو کچھ بھی کرتا ہے ، اور ان سے ہر کام کی بازپرس کی جائے گی ۔
"Have they ( the disbelievers ) taken gods other than Him ? Say : Bring your proof . This ( Quran ) is the reminder of those who are with me and ( also ) the reminder of those who had been before me . But most of them do not know the Truth , so they have adopted aversion to it .",کیا ان کافروں نے اسے چھوڑ کر اور معبود بنا لئے ہیں ؟ فرما دیجئے : اپنی دلیل لاؤ ، یہ قرآن ان لوگوں کا ذکر ہے جو میرے ساتھ ہیں اور ان کا بھی ذکر ہے جو مجھ سے پہلے تھے بلکہ ان میں سے اکثر لوگ حق کو نہیں جانتے اِس لئے وہ اِس سے رُوگردانی کئے ہوئے ہیں ۔
"And We did not send any Messenger before you but We frequented the same revelation to him : There is no God but I , so worship Me ( alone ) .",اور ہم نے آپ سے پہلے کوئی رسول نہیں بھیجا مگر ہم اس کی طرف یہی وحی کرتے رہے کہ میرے سوا کوئی معبود نہیں پس تم میری ہی عبادت کیا کرو ۔
"And they say : The Most Kind ( Lord ) has taken ( angels as His ) children . Holy is He . Nay , ( the angels whom they consider His children ) are but ( Allahs ) esteemed servants .",یہ لوگ کہتے ہیں کہ خدائے رحمان نے فرشتوں کو اپنی اولاد بنا رکھا ہے وہ پاک ہے ، بلکہ جن فرشتوں کو یہ اُس کی اولاد سمجھتے ہیں وہ اﷲ کے معزز بندے ہیں ۔
They do not precede Him in ( uttering ) any word and they remain engaged in carrying out only His Command .,وہ کسی بات کے کرنے میں اس سے سبقت نہیں کرتے اور وہ اسی کے امر کی تعمیل کرتے رہتے ہیں ۔
"He ( Allah ) knows what is before them and what is behind them , and they do not intercede ( before His Presence ) but for him with whom He is pleased . And they remain fearful of His Awe and Magnificence .",وہ اﷲ ان چیزوں کو جانتا ہے جو ان کے سامنے ہیں اور جو ان کے پیچھے ہیں اور وہ اس کے حضور سفارش بھی نہیں کرتے مگر اس کے لئے کرتے ہیں جس سے وہ خوش ہوگیا ہو اور وہ اس کی ہیبت و جلال سے خائف رہتے ہیں ۔
"And who is it among them to say : I am a god besides ( Allah ) ? So , him We shall award Hell as punishment . This is the way We punish the wrongdoers .",اور ان میں سے کون ہے جو کہہ دے کہ میں اس اﷲ کے سوا معبود ہوں سو ہم اسی کو دوزخ کی سزا دیں گے ، اسی طرح ہم ظالموں کو سزا دیا کرتے ہیں ۔
And have the disbelievers not seen that the whole heavenly universe and the earth were ( all ) joined together as one unit and then We split them apart ? And We originated ( the life of ) living organism ( on earth ) from water . So do they not accept faith ( even after learning these facts brought forth by the Quran ) ?,اور کیا کافر لوگوں نے نہیں دیکھا کہ جملہ آسمانی کائنات اور زمین سب ایک اکائی کی شکل میں جڑے ہوئے تھے پس ہم نے ان کو پھاڑ کر جدا کر دیا ، اور ہم نے زمین پر پیکرِ حیات کی زندگی کی نمود پانی سے کی ، تو کیا وہ قرآن کے بیان کردہ اِن حقائق سے آگاہ ہو کر بھی ایمان نہیں لاتے ۔
And We set up firm mountains in the earth lest it should shake with them while rotating ( in its orbit ) . And We made in this ( earth ) broad highways so that people might find routes ( to reach different destinations ) .,اور ہم نے زمین میں مضبوط پہاڑ بنا دیئے تاکہ ایسا نہ ہو کہ کہیں وہ اپنے مدار میں حرکت کرتے ہوئے انہیں لے کر کانپنے لگے اور ہم نے اس زمین میں کشادہ راستے بنائے تاکہ لوگ مختلف منزلوں تک پہنچنے کے لئے راہ پاسکیں ۔
And We made the heavens ( i . e . upper spheres of the earth ) a secure roof ( in order to save the inhabitants of the earth from adverse effects of fatal forces and aggressive waves shooting towards the earth from space ) and they turn away from these Signs ( of upper spheres ) .,اور ہم نے سماء یعنی زمین کے بالائی کرّوں کو محفوظ چھت بنایا تاکہ اہلِ زمین کو خلا سے آنے والی مہلک قوتوں اور جارحانہ لہروں کے مضر اثرات سے بچائیں اور وہ اِن سماوی طبقات کی نشانیوں سے رُوگرداں ہیں ۔
"And ( Allah ) is He Who created the night and the day , and ( also ) the sun and the moon . All ( heavenly bodies ) are continually floating fast in their respective orbits .",اور وہی اﷲ ہے جس نے رات اور دن کو پیدا کیا اور سورج اور چاند کو بھی ، تمام آسمانی کرّے اپنے اپنے مدار کے اندر تیزی سے تیرتے چلے جاتے ہیں ۔
"And We have not granted eternity to any human being before you ( in the physical life of the world ) . So , if you pass away ( from here ) will they live forever ?",اور ہم نے آپ سے پہلے کسی اِنسان کو دنیا کی ظاہری زندگی میں بقائے دوام نہیں بخشی ، تو کیا اگر آپ یہاں سے اِنتقال فرما جائیں تو یہ لوگ ہمیشہ رہنے والے ہیں ؟ ۔
"Every soul has to taste death , and We make you undergo foul and fair for trial , and towards Us will you be returned .",ہر جان کو موت کا مزہ چکھنا ہے ، اور ہم تمہیں برائی اور بھلائی میں آزمائش کے لئے مبتلا کرتے ہیں ، اور تم ہماری ہی طرف پلٹائے جاؤ گے ۔
"And when the disbelievers see you , they just start mocking you ( and say : ) Is this the one who talks about your gods ( with rejection and denial ) ? And yet it is they themselves who reject the mention of the Most Kind ( Lord ) .",اور جب کافر لوگ آپ کو دیکھتے ہیں تو آپ سے محض تمسخر ہی کرنے لگتے ہیں اور کہتے ہیں : کیا یہی ہے وہ شخص جو تمہارے معبودوں کا ردّ و انکار کے ساتھ ذکر کرتا ہے ؟ اور وہ خود خدائے رحمان کے ذکر سے انکاری ہیں ۔
"Man has been created ( instinctually ) from haste . I shall soon show you My Signs , so do not seek hurry .",انسان فطرتًا جلد بازی میں سے پیدا کیا گیا ہے ، میں تمہیں جلد ہی اپنی نشانیاں دکھاؤں گا پس تم جلدی کا مطالبہ نہ کرو ۔
And they say : When will this promise ( of torment ) be ( fulfilled ) if you are truthful ?,اور وہ کہتے ہیں : یہ وعدۂ عذاب کب پورا ہوگا اگر تم سچے ہو ۔
"If the disbelievers knew the time when they will not be able to keep off the Fire ( of Hell ) from their faces and their backs and nor will they be helped , ( then they would not call out to hasten the torment ) .",اگر کافر لوگ وہ وقت جان لیتے جبکہ وہ دوزخ کی آگ کو نہ اپنے چہروں سے روک سکیں گے اور نہ اپنی پشتوں سے اور نہ ہی ان کی مدد کی جائے گی تو پھر عذاب طلب کرنے میں جلدی کا شور نہ کرتے ۔
"In fact , it ( i . e . the Last Day ) will come upon them all of a sudden and stun them . So neither will they have the power to avert it , nor will they be granted respite .",بلکہ قیامت انہیں اچانک آپہنچے گی تو انہیں بدحواس کر دے گی سو وہ نہ تو اسے لوٹا دینے کی طاقت رکھتے ہوں گے اور نہ ہی انہیں مہلت دی جائے گی ۔
And of course the Messengers were mocked before you too . Then those who ridiculed were beset by the same ( torment ) which they used to make fun of .,اور بیشک آپ سے پہلے بھی رسولوں کے ساتھ مذاق کیا گیا سو ان لوگوں میں سے انہیں جو تمسخر کرتے تھے اسی عذاب نے گھیر لیا جس کا وہ مذاق اڑایا کرتے تھے ۔
Say : Who can guard and save you from ( the punishment of ) the Most Kind ( Lord ) by night and by day ? In fact they keep away from the remembrance of the ( same ) Lord .,فرما دیجئے : شب و روز خدائے رحمان کے عذاب سے تمہاری حفاظت و نگہبانی کون کر سکتا ہے ، بلکہ وہ اپنے اسی رب کے ذکر سے گریزاں ہے ۔
Have they any gods apart from Us who can save them ( from the torment ) ? They do not have any power even to help themselves . Nor will they get any support and alliance from Us .,کیا ہمارے سوا ان کے کچھ اور معبود ہیں جو انہیں عذاب سے بچا سکیں ، وہ تو خود اپنی ہی مدد پر قدرت نہیں رکھتے اور نہ ہماری طرف سے انہیں کوئی تائید و رفاقت میسّر ہوگی ۔
"Nay , We provided for them and their fathers ( generous luxuries ) so much so that their life spans also gradually prolonged . So do they not perceive that ( through Islamic conquests ) We are gradually reducing the land ( under their control ) from all borders ? So , will they dominate ( now ) ?",بلکہ ہم نے ان کو اور ان کے آباء و اجداد کو فراخئ عیش سے بہرہ مند فرمایا تھا یہاں تک کہ ان کی عمریں بھی دراز ہوتی گئیں ، تو کیا وہ نہیں دیکھتے کہ ہم اب اسلامی فتوحات کے ذریعہ ان کے زیرِ تسلّط علاقوں کو تمام اَطراف سے گھٹاتے چلے جا رہے ہیں ، تو کیا وہ اب غلبہ پانے والے ہیں ۔
Say : I warn you only through Revelation . But the deaf do not hear the call whenever they are warned .,فرما دیجئے : میں تو تمہیں صرف وحی کے ذریعہ ہی ڈراتا ہوں ، اور بہرے پکار کو نہیں سنا کرتے جب بھی انہیں ڈرایا جائے ۔
"If ( even ) a minor calamity from your Lord is to really touch them , they will surely say : Woe to us . Certainly we were the unjust .",اگر واقعتاً انہیں آپ کے رب کی طرف سے تھوڑا سا عذاب بھی چھو جائے تو وہ ضرور کہنے لگیں گے : ہائے ہماری بدقسمتی ! بیشک ہم ہی ظالم تھے ۔
"And on the Day of Resurrection We shall set up balances of fairness and justice . So no soul will be wronged in the least . And if there is ( someones deed ) equal to the weight of a mustard seed , We shall bring forth that ( as well ) . And We are Sufficient to take account .",اور ہم قیامت کے دن عدل و انصاف کے ترازو رکھ دیں گے سو کسی جان پر کوئی ظلم نہ کیا جائے گا ، اور اگر کسی کا عمل رائی کے دانہ کے برابر بھی ہوگا تو ہم اسے بھی حاضر کر دیں گے ، اور ہم حساب کرنے کو کافی ہیں ۔
"And indeed We granted Musa ( Moses ) and Harun ( [ Aaron ] the Book , the Torah , ) the criterion distinguishing ( between right and wrong ) and ( the embodiment of ) light and admonition for the Godfearing .",اور بیشک ہم نے موسٰی اور ہارون علیہما السلام کو حق و باطل میں فرق کرنے والی اور سراپا روشنی اور پرہیز گاروں کے لئے نصیحت پر مبنی کتاب تورات عطا فرمائی ۔
( They are ) those who fear their Lord unseen and who dread ( the calamities of ) the Hour ( of Rising ) .,جو لوگ اپنے رب سے نادیدہ ڈرتے ہیں اور جو قیامت کی ہولناکیوں سے خائف رہتے ہیں ۔
This ( Quran ) is the Most Blessed Admonition which We have revealed . Do you deny it ?,یہ قرآن برکت والا ذکر ہے جسے ہم نے نازل فرمایا ہے ، کیا تم اِس سے انکار کرنے والے ہو ۔
